src,trg
"Ratten spielen, aber vielleicht wussten Sie nicht, dass Ratten, die mehr gespielt haben, grössere Gehirne haben, und sie lernen Aufgaben besser, als auch Fähigkeiten.","Rats play, but what you might not have known is that rats that play more have bigger brains and they learn tasks better, skills."
"Bill Lange: Wir vergessen leicht, dass das Meer durchschnittlich mehrere Kilometer tief ist und dass wir nur die Tiere wirklich kennen, die in den oberen hundert Metern leben, aber was zwischen dort und dem Meeresboden lebt, ist uns nicht vertraut.","Bill Lange: We tend to forget about the fact that the ocean is miles deep on average, and that we're real familiar with the animals that are in the first 200 or 300 feet, but we're not familiar with what exists from there all the way down to the bottom."
Wir finden sie in allen Tiefen und sogar in die tiefsten Tiefen.,We see those at all depths and even at the greatest depths.
"Zweitens, ich habe es versucht. Ich habe es versucht in der Firma Sciant.","Two, I've tried it. I've tried at Sciant."
Bären spielen.,Bears play.
"Es gibt eine Reihe von Wissenschaftlern, die die These vertreten, dass das Leben an diesen Quellen entstanden sei.",There are a number of groups that are proposing that life evolved at these vent sites.
"Und wird sind auf dem letzten Platz in vielen Bereichen -- zum Beispiel, die soziale Bedingungen.","And we are last place in so many things -- for example, social factors."
"Sie sind diese, die zurück zu Ihrer Dienststelle gehen sollen, oder mit Ihren Freunden sprechen, und das Feuer zur Änderung im Spielrevolution starten.",You're the ones that have to go back to the office or talk to your friends and ignite the fire of change in the play revolution.
"Wir brauchen Anpassungsfähigkeit, die Fähigkeit zu lernen, kreativ und innovativ zu sein.","We need adaptability, the ability to learn how to be creative and innovative."
"Jetzt sind wir über dem Atlantik – das da ist der Rücken –, werden die Karibik, in Mittelamerika überqueren und im Pazifik ankommen, neun Grad nördlicher Breite.","And we're over the Atlantic -- that's the ridge right there -- but we're going to go across the Caribbean, Central America, and end up against the Pacific, nine degrees north."
"In der Gesellschaft, in der Ausbildung und in unseren Unternehmen, schätzen wir Spielen nicht.","In social, in education and in our business, don't value play."
"Durch einen durchgreifenden Wandel, Wandel, wie zum Beispiel Transparenz, Wandel, wie zum Beispiel Selbststeuerung, und Zusammenarbeit, Zusammenarbeit zu fördern, und nicht Autokratie, diese Dinge sind auf Ergebnisse fokussiert.","Through some basic change, change like improving transparency, change like promoting self-direction and collaboration, encouraging collaboration, not autocracy, the things like having a results-focus."
Sie hatte gegoogelt und eine Pfeif-Weltmeisterschaft gefunden – natürlich in Amerika.,"She Googled, and she found this World Whistling Championship in America, of course."
"Wir haben dies mittels Technik auf Millisekunden reduziert, und dies erlaubt Peter sein Gehirn live zu betrachten, während er im Abtaster ist.","We've collapsed that through technology to milliseconds, and that allows us to let Peter to look at his brain in real time as he's inside the scanner."
"Für uns in Cambridge ist das so vielfältig wie das El Niño Phänomen, welches das Wetter und Klima beeinflusst, oder die Anpassung von Satellitendaten, bis hin zu Emissionen durch Saaten die Biokraftstoffe produzieren, was ich zufällig studiere.","For us at Cambridge, it's as varied as the El Niño oscillation, which affects weather and climate, to the assimilation of satellite data, to emissions from crops that produce biofuels, which is what I happen to study."
"Sie kann blitzschnell Bilder erschaffen, wie wir barfuß auf den Tafelberg rennend Räuber und Gendarm spielen.",In a moment she can invoke images of running barefoot on Table Mountain and playing cops and robbers.
Antibakterielle Anwendungen.,It could be anti-bacterial.
Das ist passiert.,It did.
Wir sollen uns nicht gültig fühlen.,We shouldn't be feeling guilty.
"Nichts hält uns zurück, außer unserer eigenen Mentalität über Spielen.","There's nothing holding us back, except our own mentality about play."
Was bedeutet superhydrophobisch?,So what's superhydrophobic?
Oder einigen wir uns auf Gleichheit und akzeptieren Mittelmäßigkeit?,Or do we want to focus on equity and accept mediocrity?
Ich möchte zum Schluss noch eines sagen.,I'll end up with saying one thing.
Und wir werten es in drei Bereiche ab.,And we devalue it in three areas.
"Obwohl diese Quellen nicht lange bestehen – eine einzelne gibt es vielleicht nur zehn Jahre oder so – als Ökosystem sind sie seit Millionen, Milliarden von Jahren stabil.","Although the vent sites are short-lived -- an individual site may last only 10 years or so -- as an ecosystem they've been stable for millions -- well, billions -- of years."
An einigen Stellen ist die Vielfalt und die Dichte des Lebens im Ozean höher als in den Regenwäldern.,"The biodiversity and the biodensity in the ocean is higher, in places, than it is in the rainforests."
Was würden sie unter den gleichen Bedingungen tun?,What would they do under the same conditions?
"Überall in der Tierwelt, zum Beispiel, Ameisen, Ameisen spielen.","Throughout the animal kingdom, for example: ants. Ants play."
Das habe ich eine Zeit lang so betrieben.,I kept on doing this for a while.
Auch andere Länder haben dies geschafft.,And you can see other countries as well.
"Bei unserer letzten Auswertung 2009 erfassten wir 74 Schulsysteme, die zusammen 87 % der Wirtschaft ausmachen.","In our latest assessment in 2009, we measured 74 school systems that together cover 87 percent of the economy."
"Wir haben hier Shanghai, Korea und Singapur in Asien; Finnland in Europa; und Kanada in Nordamerika.","You can see Shanghai, Korea, Singapore in Asia; Finland in Europe; Canada in North America doing really well."
"Die Mutter meiner Mutter verließ in Eile Europa, ohne ihren Mann, aber mit ihrer dreijährigen Tochter und Diamanten, die in den Rocksaum eingenäht waren.","My mother's mother left Europe in a hurry without her husband, but with her three-year-old daughter and diamonds sewn into the hem of her skirt."
"Nein, können Sie nicht.","No, you can't."
"Stellen Sie sich vor, die Welt ohne Theater, ohne Kunst, ohne Lieder, ohne Tanzen, ohne Fußball, ohne Football ohne Lachen.","Imagine a world without theater, without the arts, without song, without dancing, without soccer, without football, without laughter."
Warum honorieren wir das Sehen nicht mit der gleichen Leidenschaft wie das Lesen?,"We honor reading, why not honor watching with the same passion?"
"Manche Leute behaupten, dass die Veränderung der Bildungsverwaltung dem Verlegen eines Friedhofs ähnelt.","You know, some people argue that changing educational administration is like moving graveyards."
Und wissen Sie was?,And you know what?
Wie wird diese Welt aussehen?,What does this world look like?
Und diese Länder gleichen ihre Vorgaben in allen Bereichen der öffentlichen Politik an.,"Last but not least, those countries align policies across all areas of public policy."
Wir werden die Angst besiegen.,We're going to eradicate fear.
"Es ist in der Tat schwer ein Thema zu finden, dessen sich noch kein Film angenommen hat.","Indeed, it is hard to find a subject that film has yet to tackle."
"Menschen, Dienstleistungen, Gewinn.","People, service, profit."
"Sie erkennen, dass gewöhnliche Schüler außergewöhnliche Begabungen haben, und gestalten Lernmöglichkeiten individuell.","They realize that ordinary students have extraordinary talents, and they personalize learning opportunities."
Das hier nennt man eine hydrothermale Quelle.,This is what's called a hydrothermal vent.
"Wir haben dieses Konzept, dass das Gegenteil von Spielen Arbeit ist.",We have this concept that the opposite of play is work.
Wir tun dies aus einem speziellen Blickwinkel.,And we took a very special angle to this.
Oder Korrosionsschutz.,It could be anti-corrosion.
Wir haben dieses seröse Meme in uns.,We have the serious meme in us.
"Und zum ersten Mal war die öffentliche Debatte in Deutschland monatelang vom Thema Bildung geprägt. Nicht Steuern oder andere Probleme, sondern die Bildung stand im Fokus der öffentlichen Diskussion.","And for the very first time, the public debate in Germany was dominated for months by education, not tax, not other kinds of issues, but education was the center of the public debate."
"Oder, ""Wenn sie sich zwischen den letzten beiden entscheiden müßten, Welchen Schmerz würden Sie wählen?""","Or, if you had to choose between the last two, which one would you choose?"
Die Filme waren kuratiert und kontextualisiert.,The films were curated and contextualized.
Ich krieg mich nicht wieder ein – wie hier diese kleinen Schornsteine die Gegend vollqualmen.,I just can't get over this -- that you've got these little chimneys sitting here smoking away.
"Wir brauchen einen durchgreifenden Wandel in Denken und Verhalten um Bulgarien zum etwas Besseren zu verwandeln, für uns und für unsere Freunde, für unsere Familie und unsere Zukunft.","We need a drastic change in the way we think and behave to transform Bulgaria for the better, for ourselves, for our friends, for our family and for our future."
"Das Land schnitt im Jahr 2000 sehr gut ab, aber man war besorgt, dass nur ein kleiner Teil der Schüler wirklich gute Ergebnisse erzielte.","In the year 2000, Korea did already very well, but the Koreans were concerned that only a small share of their students achieved the really high levels of excellence."
Auf einem der letzten Tauchgänge haben wir 200 Arten in diesen Bereichen gezählt. 198 waren neu – neue Arten.,"On one of the last dive series, we counted 200 species in these areas -- 198 were new, new species."
"Wie sich herausstellt, nehmen wir nämlich die Länge des Schmerzes und seine Intensität unterschiedlich wahr, weswegen ich weniger Schmerzen gehabt hätte, wenn es zwar länger wehgetan hätte aber dafür nicht so sehr.","It turns out that because we don't encode duration in the way that we encode intensity, I would have had less pain if the duration would have been longer and the intensity was lower."
"Wir sehen, dass zwei Länder mit ähnlichen Ausgaben sehr unterschiedliche Ergebnisse erzielen.",What you see is that two countries with similar spending achieve very different results.
Sie kommen nicht nur aus der Erde – vom Vulkanismus angestoßene Biogenese – Bakterien unterstützen auch diese Kolonien des Lebens.,"Not only is it coming out of the Earth -- so, biogenesis made from volcanic activity -- but that bacteria supports these colonies of life."
"DG: Das ist eines von ihnen, noch einer unserer Lieblinge, denn es ist ein kleiner Oktopus.","DG: This is one of them, another one of our favorites, because it's a little octopod."
"Und bin 2008 wieder angetreten, in Japan, Tokyo, und ich habe wieder gewonnen.","And in 2008 I entered again in Japan, Tokyo, and I won again."
"Sechstausend Rezensionen wetteifern wöchentlich um die Ehre, Rezension der Woche zu werden.",Six thousand reviews each school week vying for the honor of being review of the week.
"Also bin ich nach Louisburg in North Carolina gereist, im Südosten der USA, und so kam ich zum ersten Mal mit der Welt des Pfeifens in Berührung.","So I went to Louisburg, North Carolina, southeast United States, and I entered the world of whistling."
Ich starte es einfach selber.,I start it myself.
"Wenn wir die Erregerpunkte im Gehirn sehen können, die den Schmerz verursachen, können wir 3D Abbilder entwerfen und live die Anzeige des Denkvorgangs betrachten, um dann die Bereiche herauslesen zu können, die den Schmerz verursachen.","If we can look at the activation in the brain that's producing the pain, we can form 3D models and watch in real time the brain process information, and then we can select the areas that produce the pain."
Das hier ist eine Art Unterwasser-Hahn.,This is kind of like an undersea rooster.
"Und das Interessante ist, dass es nicht um die Optimierung der bestehenden Politik ging, sondern dass diese Daten grundlegende Annahmen und Überzeugungen des deutschen Bildungssystems veränderten.","And what's really interesting is that this wasn't just about optimizing existing policies, but data transformed some of the beliefs and paradigms underlying German education."
Wir müssen dafür spezielle Luftraumklärung bekommen.,We have to get special flight clearance.
"Damit hatten wir einen Hinweis, dass es diese Quellen entlang dieser Achse gibt, denn wenn es Vulkanismus gibt, dringt Wasser in die Spalten am Meeresboden, trifft auf Magma und tritt siedend heiß wieder aus.","And then we had some hint that these things existed all along the axis of it, because if you've got volcanism, water's going to get down from the sea into cracks in the sea floor, come in contact with magma, and come shooting out hot."
"Ganz einfach, oder?","It's easy, isn't it?"
All dies kostet Geld.,All that costs money.
"Diese langen Fäden auf dem Rücken der Krabbe bestehen aus Stoffen, die das Bakterium produziert.",These long filaments that you see on the back of the crab are actually created by the product of that bacteria.
"Je runder er ist, desto hydrophobischer ist er. Wenn er ganz rund ist, ist er superhydrophobisch.","The rounder it is, the more hydrophobic it is, and if it's really round, it's superhydrophobic."
"Wir sahen stattdessen daß viele Leute betrügen, jeder von ihnen aber nur ein bißchen.","Instead, what we saw is a lot of people who cheat a little bit."
War die Geschichte gut erzählt?,Was the tale told well?
"Kurz nachdem ""Mr. Smith"" ein FILMCLUB-Klassiker wurde, verbrachte das englische Oberhaus eine Woche mit nächtelanger Filibustiererei.","Shortly after ""Mr. Smith"" became a FILMCLUB classic, there was a week of all-night filibustering in the House of Lords."
"Auch die Kritiker, die behaupten, die relative Länderposition in einer Studie wie PISA sei nur ein Produkt der Kultur, wirtschaftlicher Faktoren, sozialer Probleme, der gesellschaftlichen Homogenität usw. müssen zugeben, dass Verbesserungen im Bildungsbereich möglich sind.","And even those people who complain and say that the relative standing of countries on something like PISA is just an artifact of culture, of economic factors, of social issues, of homogeneity of societies, and so on, these people must now concede that education improvement is possible."
"Naturschutz ist schwieriger, aber das können wir wahrscheinlich schaffen.","Conservation's tougher, but we can probably get there."
"Es ist eine Dichte und Vielfalt an Lebensformen, die höher ist als im Regenwald und die einfach so wieder auftaucht.","You're talking about biodensities and biodiversity, again, higher than the rainforest that just springs back to life."
Es ist sehr bedrückt.,It's pretty glum.
Ich habe da verschiedene Töne gehört.,I heard a wide variety of tones.
Immerhin erstreckte sich Jimmy Stewarts Ermüdungsrede über zwei ganze Filmrollen.,"After all, Jimmy Stewart filibustered for two entire reels."
Vielen Dank.,Thank you very much.
Und doch gedeihen die Tiere dort – und wir kommen wahrscheinlich ebenfalls von dort.,And animals are thriving -- and we probably came from here.
"tut mir leid, Techniker.","I'm so sorry, technicians."
"Mein Vater hat immer im Haus herum gepfiffen, und ich dachte immer, das ist in meiner Familie so eine Art Kommunikationsform.","My dad was always whistling around the house, and I just thought that's part of communication in my family."
"Lassen Sie sie das machen. Geben Sie ihnen ein bisschen Freiheit. Und das Wichtigste ist, lassen Sie sie Spielen. Lassen Sie sie Spaß an der Arbeitsstelle haben.","Let them do it. Give them some freedom, and in general, let them play. Let them have fun at the workplace."
Mein Interesse an irrationalem Verhalten begann vor vielen Jahren im Krankenhaus.,And my interest in irrational behavior started many years ago in the hospital.
Es gibt Vorteile im Spielen.,These are the benefits to play.
"Liebend gerne, aber warum?","I would love to, but why?"
"Jeder von Ihnen hat schon mal ein Heftpflaster abgenommen und sich dabei irgendwann gefragt, was wohl besser sei:","Now, you must have all taken a Band-Aid off at some point, and you must have wondered what's the right approach."
"Babies spielen, Kinder spielen, Erwachsene spielen.","Babies play, kids play, adults play."
Der Großteil der Erde ist Meerwasser.,Most of the planet is ocean water.
Lassen Sie sie lange Mittagessen haben.,Let them take long lunches.
DG: Zwei Oktopusse in etwa drei Kilometern Tiefe.,DG: Two octopods at about two miles depth.
"Aber nach dieser Logik ist das ganze Leben unfair, denn die wahre Prüfung im Leben besteht nicht darin, ob wir uns an den Schulstoff erinnern, sondern ob wir bereit für Veränderungen sind, ob wir bereit sind für Jobs, die noch nicht existieren, bereit, Technologien zu verwenden, die noch nicht erfunden sind und Probleme zu lösen, die wir heute noch nicht ahnen können.","But if you take that logic, you know, you should consider life unfair, because the test of truth in life is not whether we can remember what we learned in school, but whether we are prepared for change, whether we are prepared for jobs that haven't been created, to use technologies that haven't been invented, to solve problems we just can't anticipate today."
"Wir sind die erste Generation, die in der Lage sein wird, einzusteigen – - mittels dieser Methode - in Verstand und Gehirn des Menschen.","We are the first generation that's going to be able to enter into, using this technology, the human mind and brain."
"Aber Eltern, Lehrer und Entscheidungsträger in Luxemburg plädieren für kleine Klassen.","But, you know, parents and teachers and policymakers in Luxembourg all like small classes."
Nicht akzeptabel. Nepriemliv.,Unacceptable. Nepriemliv.
"Sie können aber sagen, ""Wie kannst du sagen, dass sie zufrieden sind?""","And you can say, ""Well how do you know they're happy?"""
"Eine für das Aufnehmen von Sauerstoff aus dem Meerwasser und die andere beherbergt diese chemosynthetischen Bakterien, die die hydrothermale Flüssigkeit – das heiße Wasser, das Sie aus dem Boden schießen sahen – in einfache Zucker verwandelt, die der Röhrenwurm verdauen kann.","One for extracting oxygen out of the deep-sea water, another one which houses this chemosynthetic bacteria, which takes the hydrothermal fluid -- that hot water that you saw coming out of the bottom -- and converts that into simple sugars that the tube worm can digest."
"Aber warum, Steve, brauchen wir eine Revolution?","Now why, Steve, why do we need a revolution?"
Sehen Sie all die unterschiedlichen Teile?,But see all those different working things?
"Dann steht die Debatte an, ob es besser ist, dort zu sein, wo die Leistung stark ist und dafür große Disparitäten in Kauf zu nehmen?","And then we can debate, you know, is it better to be there, where performance is strong at the price of large disparities?"
"Hier ist eine Krabbe mit ihrer Schere genau am Ende dieses Röhrenwurms, die dartauf wartet, dass der Wurm seinen Kopf herausstreckt.","Here's a crab with his claw right at the end of that tube worm, waiting for that worm to stick his head out."
"Misstrauisch -- Du bist offensichtlich ein Kriminelle, so installiere ich Überwachungskameras.","Untrusting -- you're obviously a criminal, so I'm going to install cameras."
Die Kontinente entfernen sich voneinander. Sie rücken wieder zusammen.,The continents move apart. They come back together.
"Wir behindern uns selbst, weil wir keine Lust zum Spielen haben.",We're holding ourselves back because we don't value play.
"Und was wir gerade daraus lernen, ist, dass man nicht einer fünf Milliarden Jahre langen Sinfonie zuhören und sagen kann: ""Halt! Wir wollen, dass die Note morgen genau die gleiche ist wie die von heute.""","And what we're learning now is that you can't listen to a five-billion-year long symphony, get to today and say, ""Stop! We want tomorrow's note to be the same as it was today."""
"Wir hatten einen minimalen Gewinn, und unzufriedene Stakeholders.","We had marginal profits, and we had unhappy stakeholders."
"Die Probanden haben das akzeptiert, und ich habe ihnen vier Dollar dafür gezahlt -- denn im Durchschnitt haben Sie vier Aufgaben lösen können.",People did this. I would pay people four dollars for their task -- on average people would solve four problems.
Es ist echt ganz einfach.,Actually it's very simple.
"Wie Sie gleich sehen werden, dauert es nicht lange, bis diese beiden – der hier und der, der da drüben gleich ins Bild kommt – zu kämpfen anfangen.",You watch. It doesn't take long before two guys here -- this one and one that will show up over here -- start to fight.
Und Länder können sinnvolle Ziele setzen und sich an den messbaren Zielen der besten Systeme weltweit orientieren.,And it has helped countries to set meaningful targets in terms of measurable goals achieved by the world's leaders.
"Beaufsichtigend -- Du bist offensichtlich ein Idiot, so mache ich für dich viele kleine Prozessen, denen du folgen musst und nicht ausscheren sollst.","Controlling -- you're obviously an idiot, so I'm going to make a zillion little processes for you to follow so you don't step out of the box."
"Okay, es geht los.","Okay, here it is."
"Ich hab die Nase voll, dass wir immer auf dem letzten Platz sind.",I'm sick and tired of us being last.
"Es ist eine eigene Welt in der Welt, und wir werden Ihnen zwei zeigen.","This is really a world within a world, and we're going to show you two."
Ich habe Spielen gesagt.,"I said ""play,"" all right."
"Keine Chance. Wir sind verschieden.""","No way. We're different."""
"Man könnte erwarten, daß Leute häufiger betrügen, sobald die Wahrscheinlichkeit erwischt zu werden, geringer wird - aber wieder war das nicht der Fall.","You would expect that as the probability of being caught goes down, people would cheat more, but again, this was not the case."
Andere haben ihr ganzes Arbeitsblatt zerrissen.,Some people shredded the whole sheet of paper.
"Und wie sie so schrieben und diskutierten, begannen sie, anstatt die Filme als Objekte zu sehen, sich selbst zu sehen.","And as they wrote and debated, rather than seeing the films as artifacts, they began to see themselves."
Und das sind die Tatsachen.,"And these are facts, guys."
"Von Mutter zu Tochter, Priester zu Gemeindemitglied, Lehrer zu Schüler, Erzähler zum Publikum.","From mother to daughter, preacher to congregant, teacher to pupil, storyteller to audience."
"Und das macht mich sehr traurig, weil ich die Nase voll von der schlechten Lage hier hab.",And that makes me really sad because I'm sick and tired of things not working.
"Und wir sehen, dass der Einfluss des Umfelds auf die Lernleistung in manchen Ländern sehr, sehr stark ist.","And we see that in some countries, the impact of social background on learning outcomes is very, very strong."
Ich werde aber nein sagen.,Well I'm going to say no.
Und Milliarden von Zwischenräumen greifen zusammen mit den Nanopartikeln nach den Luftmolekülen und bedecken die Oberfläche mit Luft.,"And it has billions of interstitial spaces, and those spaces, along with the nanoparticles, reach up and grab the air molecules, and cover the surface with air."
Ich lasse mein Baby bei der Großmutter.,I'm going to give bebko to baba.
In den guten Systemen herrscht eine klare Vorstellung von guter Leistung.,High-performing systems are very clear what good performance is.
"Gedreht im Jahr 1939, ist der Film älter als die meisten Großeltern unserer Mitglieder.","Made in 1939, the film is older than most of our members' grandparents."
"Ich hab vor mich hin und im Klassenzimmer gepfiffen,",I whistled alone. I whistled in the classroom.
"In einer FILMCLUB-Saison über Demokratie und Regierung zeigten wir ""Mr. Smith geht nach Washington"".","In a FILMCLUB season about democracy and government, we screened ""Mr. Smith Goes to Washington."""
Das hier ist aus dem Atlantik. Eine noch größere Tiefe.,This is from the Atlantic. Even greater depth.
"Ist es zerbrechlich? Nein, es ist wirklich nicht sonderlich zerbrechlich.","Is it fragile? No, it's not really very fragile."
Sie sind weder wild noch nur mit sich selbst beschäftigt.,They are neither feral nor myopically self-absorbed.
"Ich bin heute hier, um eine Revolution zu starten.",I'm here today to start a revolution.
"Es geht mit vielen wasserbasierten Materialien: Beton, wasserlösliche Farbe, Schlamm und auch einige raffinierte Öle.","It's a lot of water-based materials like concrete, water-based paint, mud, and also some refined oils as well."
DG: Das ist ein Weibchen dieser Wurmart.,DG: This is a female of this kind of worm.
"Länder sehen nun, dass Verbesserungen möglich sind.",It has helped countries to see that improvement is possible.
"Es gibt hier keine Lichtquellen außer denen, die wir mitbringen.","There are never any lights there, except the lights that we bring."
"Wir fühlen uns sogar schuldig, wenn man uns an dem Arbeitsplatz spielen sieht.",We even feel guilty if we're seen playing at work.
Wir werden in das Gehirn meines Kollegen Peter fliegen.,We're going to fly into my colleague Peter's brain.
Gleichzeitig geschieht hier drüben etwas.,And the same thing's going on over here.
"Und siehe da, plötzlich hat der Durchschnitt sieben Fragen beantwortet.",People now solved seven questions on average.
"Tatsächlich, Spielen verbessert unsere Arbeit.","In fact, play improves our work."
"Wie sich herausstellt, ist sie weiter verbreitet -- Wir machen viele Fehler.",And it turns out it's a more general case -- there's a lot of mistakes we do.
"Ein Umfeld wird geschaffen für die Zusammenarbeit unter Lehrern, um gute Methoden zu fördern.",They provide an environment also in which teachers work together to frame good practice.
Das ist ein Weichtier.,Here's a jelly.
"Die Oberfläche der Spraybeschichtung ist mit Nanopartikeln gefüllt, die eine sehr schroffe Oberfläche bilden.","Well, the surface of the spray coating is actually filled with nanoparticles that form a very rough and craggly surface."
PISA hat diese Debatte transformiert und die Früherziehung ins Zentrum der öffentlichen Politik in Deutschland gerückt.,"PISA has transformed that debate, and pushed early childhood education right at the center of public policy in Germany."
Sie selbst waren sich ihres Interesses nicht bewusst gewesen.,And they themselves had not known they cared.
"Dann habe ich Leute in mein Labor gebracht, ihre Finger eingespannt und ihn ein bißchen gequetscht.","And I would bring people to the lab and I would put their finger in it, and I would crunch it a little bit."
Das ist absurd. Einfach absurd.,It's absurd. It's just absurd.
Wir schätzen Spielen nicht.,We don't value play.
Vielen Dank.,Thank you.
"Warum? Kann ich gehen?""","Why? Can I go away?"""
"Wir zahlten ihnen 10 cent pro richtiger Frage, 50 cent, einen Dollar, fünf Dollar, 10 Dollar pro richtiger Frage.","We paid them 10 cents per correct question, 50 cents, a dollar, five dollars, 10 dollars per correct question."
"Diese Tierarten leben in einem dreidimensionalen Raum, einem Mikrogravitationsraum, den wir überhaupt noch nicht erforscht haben.","And these are the types of animals that live in that three-dimensional space, that micro-gravity environment that we really haven't explored."
Was Sie hier sehen: Wir haben die Gehirnbahnen eines chronischen Schmerzpatienten markiert.,"What you're seeing here is, we've selected the pathways in the brain of a chronic pain patient."
"Und dann gibt es Erdbeben und die Vulkanausbrüche etwa alle fünf Jahre, die das ganze Gebiet völlig zerstören.","And then there's earthquakes, and then volcanic eruptions, on the order of one every five years, that completely wipes the area out."
Frank Capras Klassiker schätzt Unabhängigkeit und Anstand.,Frank Capra's classic values independence and propriety.
"Chris Anderson: Habt ihr nicht gehört, dass TED Design gestrichen hat?",Chris Anderson: You guys didn't hear about us cutting out the Design from TED?
"Wissen Sie, was interessant ist? Sie werden es mir nicht glauben, aber in manchen Ländern ist der beliebteste Ort nicht das Einkaufszentrum, sondern die Schule.","And you know what's interesting? You won't believe it, but there are countries in which the most attractive place to be is not the shopping center but the school."
"Stimmen Sie zu, dass ""Boyz n the Hood"" wie Tennyson eine emotionale Landschaft und ein erhöhtes Verständnis bietet, die zusammenarbeiten.","Agree that ""Boyz n the Hood,"" like Tennyson, offers an emotional landscape and a heightened understanding that work together."
Aber was wird im Schritt drei passieren?,But then what happens in step three?
"Traditionell war bis dahin die Kleinkindererziehung Frauen galten schnell als Rabenmütter, wenn sie ihre Kinder in den Kindergarten schickten.","For example, traditionally, the education of the very young children where women were seen as neglecting their family responsibilities when they sent their children to kindergarten."
Was für ein Verbrechen. Was für ein Verbrechen.,What a crime. What a crime.
"Er provozierte Tränen als auch prägnante Fragen über unbewaffnete Friedenstruppen und die Doppelzüngigkeit einer westlichen Gesellschaft, die ihre moralischen Kämpfe wegen Ressourcen eingeht.",It provoked tears as well as incisive questions about unarmed peace-keeping forces and the double-dealing of a Western society that picks its moral fights with commodities in mind.
"Er findet es lustig, er fühlt sich fantastisch, er macht alles perfekt.","He's having fun, he's in the groove, he's in the flow."
"Evolution macht es sehr, sehr gut, im Abwahl von Eigenschaften, die nicht vorteilhaft für uns sind und im Wahl von Eigenschaften, die leistungsfähig und vorteilhaft sind.","Evolution does a really, really good job of deselecting traits that aren't advantageous to us and selecting traits for competitive advantage."
Es wäre schrecklich gefährlich.,It was terribly dangerous.
Unser Denken ist rückwärts.,Our thinking is backwards.
"Ehemals zurückhaltende Schüler rennen nun zur Schule, sprechen mit ihren Lehrern, kämpfen, nicht auf dem Spielplatz, sondern um den Film für nächste Woche zu wählen – junge Menschen haben sich selbst, Ehrgeiz, Lust auf Bildung und soziales Engagement gefunden, aus den Geschichten, die sie erlebt haben.","Once-reluctant students now race to school, talk to their teachers, fight, not on the playground, but to choose next week's film -- young people who have found self-definition, ambition and an appetite for education and social engagement from the stories they have witnessed."
"Die Bären, die mehr gespielt haben.",It's the ones that play more.
"Und sie dachte, ""Er wird da nie hinfahren.""","And she thought, ""He will never go there."""
"Daraus ergibt sich nun die Frage: Was können wir von den Ländern im grünen Quadranten mit einer hohen Gleichheitsrate, sehr guten Ergebnissen und verbesserter Leistung lernen?","And all that raises, of course, the question: What can we learn from those countries in the green quadrant who have achieved high levels of equity, high levels of performance, and raised outcomes?"
"Ungeheuer klein, aber ungeheuer nützlich.","So very small, but very useful."
"Wissen Sie was, lassen Sie sie ihre Handys benutzen für Privatgespräche -- Gott behüte.","You know what, let them use their mobile phone for personal calls -- heaven forbid."
"Sie feierten eine Änderung der Haltung gegenüber nicht-weißen Briten, aber schimpften über unser unausgeglichenes Schulsystem, das kollektive Identität nicht wertschätzt, im Gegensatz zu dem unter den Fittichen von Sidney Poitier.","They celebrated a change in attitude towards non-white Britons, but railed against our restless school system that does not value collective identity, unlike that offered by Sidney Poitier's careful tutelage."
"Chronischer Schmerz ist ein Beispiel. Wenn Sie sich selbst verbrennen, ziehen Sie Ihre Hand zurück.","Chronic pain is an example. If you burn yourself, you pull your hand away."
Einige von Ihnen machen bestimmt gerade eine Liste.,"I mean, many of you right now are probably going through your head."
"Sie werden mehr von Ihren Dienstleistungen kaufen und sie werden mehr ihren Freunden mitteilen, und das bedeutet einen größeren Gewinn.","They buy more of your service and they tell more of their friends, which leads to more profit."
"Was wir sehen, wenn wir in die Vergangenheit schauen in diesen Sedimenten und Felsen, ist eine Aufzeichnung der Erdgeschichte.","What we see when we look back in time, in those sediments and rocks, is a record of Earth history."
In guten Schulsystemen können sich Lehrer und Rektoren nach neuen Lehrern und anderen Schulen umsehen.,"The high-performing systems have helped teachers and school principals to look outwards to the next teacher, the next school around their lives."
"Sie können jagen, aber sie haben keine soziale Fähigkeiten.","They can still hunt, but they can't be social."
Diese Würmer wachsen mehrere Zentimeter in der Woche!,The worms are growing inches per week!
Sozial: 45 Jahre von was?,Social: 45 years of what?
"Warum lassen wir uns nicht ein wenig mehr Zeit -- sagen wir zwei Stunden statt einer -- damit der Schmerz nicht so intensiv ist?""","Why don't we take it a little longer -- maybe two hours instead of an hour -- and have less of this intensity?"""
"Delphine, die sehr grosse Gehirne haben, spielen viel.","Dolphins, pretty big brains, play a lot."
Ich werde Ihnen von dieser Methode erzählen.,I'm going to tell you about that technology.
Durch Zugang zu Technologie könnte sogar eine Schule in einem bäuerlichen Dorf eine DVD auf eine Leinwand projizieren.,"Given the access to technology, even a school in a tiny rural hamlet could project a DVD onto a white board."
Aber ich habe eine Nachricht für Sie: Ihr Denken ist rückwärts.,But I have news for you: our thinking is backwards.
"Und seine Geschichte verstummt, als er sich integrierte.",And his story was hushed as he assimilated.
Atmosphärische Explosionen oder komplette Verbrennung dauert ungefähr 15.000 mal länger als was in Ihrem Auto passiert.,"Atmospheric explosions, or full combustion, takes about 15,000 times longer than what happens in your car."
