src,trg
Vier Hallenradfahrer fahren um eine Kurve.,Four indoor cyclists are racing around a bend.
"Vier Radfahrer, drei hintereinander und der vierte an der Seite, fahren die Strecke entlang.","Four cyclists, three of the in-line and one to the side, are cycling down the track."
Ein Basketballspieler des Teams setzt zum Wurf an.,"Basketball team, with one of the players about to go for a shoot."
"Eine Gruppe Männer spielt Basketball, wobei zwei Männer desselben Teams einen Spieler der gegnerischen Mannschaft zu blocken, der in Ballbesitz ist.",A group of young men playing basketball; two members of the same team trying to block a player on the other team who has the ball.
Ein rot-weißes Auto fährt auf einer Rennstrecke um die Kurve.,A red and white car rounds a corner on a racetrack.
"Eine Person geht durch den Schnee, im Hintergrund ist ein Wald zu sehen.",A person walking in the snow with a forest of trees in the background.
Eine Frau in einer roten Jacke schreit in ein Mikrofon.,A woman yells into a microphone while wearing a red jacket.
Zwei Spieler stehen sich beim Eishockey gegenüber und der Schiedsrichter hat gerade den Puck auf das Eis geworfen.,Two players face off in ice-hockey as the referee has just thrown the puck onto the ice.
Zwei Männer in roten Oberteilen und blauen Hosen spielen Hockey.,Two men in red shirts and blue pants are playing hockey.
Zwei schwarze Hunde balgen vor einem braunen Sofa.,Two black dogs are fighting in front of a tan sofa.
Ich habe den Ball gegen den Kopf bekommen und es tut richtig weh.,I 'm really hurting after that ball bounced off my forehead.
Eine Frau trägt ein Tablett mit Getränken.,A woman carrying a tray with drinks on it.
Eine komplett verhüllte Frau repariert eine Maschine.,A woman is covered up completely and fixing a machine.
Ein Mann mit einem gelben Schutzhelm arbeitet über Wasser.,A man with a yellow hard hat on is working above some water.
Eine Frau sitzt an der Ecke und trägt einen blau karierten Schal.,A woman sitting on the corner wearing a blue checkered shawl.
Eine Frau liegt mit ihrer Katze auf dem Bett und streichelt sie.,A woman lays in bed with her cat as she pets her.
Ein Mann holt beim Golfen vor einer großen Zuschauermenge zum Abschlag aus.,"A man is preparing to tee off in golf, and there is a big crowd watching him."
"Ein Mann schaut sich eine Vorrichtung an, während ein Mann im Hintergrund dabei zuschaut.",A man looking at some kind of contraption while another man in the background watches.
"Eine Frau zeigt einem Kind, wie man ein Stück Metall lötet.",Women showing a child how to solder a piece of metal.
"Zwei kleine Kinder benutzen Mörser und Stößel, um etwas zu zermahlen.",Two young children using a mortar and pestle grinding a product down.
"Eine Frau zeigt einem Kind, wie man eine Nähmaschine benutzt.",A woman is showing a child how to use a sewing machine.
Ein kleines Mädchen in einem rosa Oberteil malt auf Papier.,A young girl in a pink shirt creates a painting on paper.
Ein in blau gekleideter junger Mann arbeitet mit Elektronik.,A young man in blue working with electronics.
Ein Mann schleift in einer Studiokulisse vor einem Zuschauer ein Stück Metall.,A man grinds a piece of metal in front of an onlooker on a studio set.
Demonstranten halten Schilder in spanischer Sprache hoch.,Protesters are holding signs in Spanish.
"Zwei Männer, einer mit Irokesenschnitt und Sonnenbrille, kriechen durch den Schlamm und andere schauen ihnen dabei zu.","Two men, one with a mohawk and sunglasses crawl through the mud, as others look on."
Ein Musiker in einem Anzug sitzt auf einem Verstärker und spielt ein großes Instrument.,A musician dressed in a suit plays his large instrument while sitting on an amplifier.
"Ein Junge in einem blauen Oberteil befindet sich bei seinem Skateboard-Stunt mitten in der Luft, während andere zuschauen.","A boy in a blue shirt is on a skateboard in midair doing stunt, while others watch."
Ein Radfahrer in mit Werbung bedruckter Rennkleidung bereitet sich auf ein Rennen vor.,A bike rider with a suit covered in advertisement prepares for a race.
Mehrere Männer in grün-gelben Westen essen in einem Café Mittag.,Several men in yellow and green vest in a cafe having lunch.
Zwei Basketballspieler in weißen Trikots schirmen einen Spieler vor der anderen Mannschaft ab.,Two basketball players in white jersey's are guarding a player from the other team.
Eine Person mit Brille und schwarzer Kopfbedeckung beugt sich im Dunkeln über Equipment.,A person with glasses and a black cap bending over equipment in the dark.
Ein Snowboarder hebt bei einem Freestyle-Move ab.,A snowboarder takes flight while performing a freestyle move.
Eine Person in einem blauen Gewand und mit Kapuze geht an besetzten Tischen in einem edlen Raum vorbei.,A blue-robed and hooded figure is walking past occupied tables in an upper-class room.
"Ein Mann befindet sich auf einem Boot in ruhigem Gewässer, das von Bäumen umgeben ist.",This a man on a boat in calm water surrounded by trees.
Ein kleines Mädchen macht auf dem Gehweg Seifenblasen.,A little girls stands on the sidewalk and blows bubbles.
Ein Mann vor einem Rodgers Butchers-Geschäft schaut sich die Produkte an.,A man outside of Rodgers butchers looking at food.
"Ein Mann beugt sich in Richtung Feuer, um den Inhalt eines Topfs zu prüfen.",A man leans towards a fire to check on the contents of a pot.
Ein Soldat springt aus einem Flugzeug-,The soldier is jumping from the plane
Zwei kleine Mädchen in Kleidern spielen mit Hula-Hoop-Reifen auf der Straße.,Two young girls in dresses are hula hooping on the street.
Personen sitzen auf Felsen und genießen das Licht der aufgehenden Sonne.,Rocks outside sitting in the sunlight chilling watching the sun come up.
Männer spielen in einem Swimmingpool mit einem Volleyball.,Men are playing with a volleyball in a pool.
Eine Mann mit freiem Oberkörper spielt Keyboard und singt dabei in ein Mikrofon.,Shirtless man playing a keyboard and singing into a microphone.
Eine lächelnde Frau und vier kleine Kinder posieren für ein Foto.,"A smiling woman and four young children, posing for a picture."
Ein Mann und eine Frau posieren zusammen am Wasser.,A man and woman pose together in front of a body of water.
"Zwei kleine Mädchen küssen jeweils die linke und rechte Wange eines Mannes, im Hintergrund ist ein Leuchtturm auf einem Hügel zu sehen.",Two young girls kissing a man on either side of his face with a lighthouse on a hill as the background.
Ein Junge und ein Mädchen in einem Pool lachen für ein Foto.,A boy and a girl smile for a photo while in a pool.
Ein Snowboarder wirbelt Schnee unter einem Baum auf einem Berg auf.,A snowboarder kicking up snow under a tree on a mountain.
Ein kleiner in blau gekleideter Junge hält einen gelben Gegenstand vor einem Stuhl mit Blumenmuster.,A little boy in blue holds a yellow object in front of a floral designed chair.
Ein Rugbyteam läuft dem abgeschlagenen Ball hinterher.,A rugby team gives chase as the man in possession punts the ball.
Männer spielen Hockey auf Inlineskates.,Men are playing hockey on rollerblades.
Ein asiatisch aussehender Herrenfriseur mit einem Handtuch über dem Arm steht hinter einem leeren Friseurstuhl.,An Asian barber with a towel over his arm stands behind an empty barber shop chair.
Zwei Männer mit Bart bereiten Tortillas in einer lockeren Atmosphäre zu.,Two men with facial hair making tortillas in an informal setting.
Ein breit grinsender Postbote steht mit seinem Postwagen auf dem Gehweg.,A postal carrier with a big smile stands on the sidewalk with his cart of mail.
Ein Mann wird von zwei attraktiven Frauen geküsst.,The man is being kissed by two beautiful women.
"Zwei Jugendliche trainieren Fußball, während ihre Freunde neben dem Tor stehen und zuschauen.",Two teenage boys practice their soccer skills as their friends stand beside the goal and watch.
Ein Frau in einem blauen Kleid schaut irritiert.,A woman in a blue dress stands with a bemused look on her face.
Ein Mann mit grauem Bart und einem gelben Gürtel um seine Hüfte nimmt eine Karateposition ein.,A man with a gray beard in a karate stance with a yellow belt on his waist.
Ein kleiner Junge mit einer roten Kopfbedeckung hält einen Ritz-Cracker in der Hand.,A little boy wearing a red hat with an Ritz cracker in his hand.
Eine Frau in einer weißen Bluse lacht und eine andere Frau in einem schwarzen Oberteil schaut zu.,"A woman in a white blouse laughs, while another woman in a black shirt and glasses looks on."
Eine Frau lächelt bei ihrem mit einem Mikrofon gehaltenen Vortrag.,A woman smiles as she gives a presentation on a microphone.
Ein kleiner hellhäutiger Junge steht allein in einem Raum und jongliert mit nicht erkennbaren Gegenständen.,"A young, white boy standing alone in a room juggling some unidentifiable material."
Ein Mann in Uniform salutiert.,A man in a uniform saluting.
"Ein Mann mit blauen, orangen und grünen Farbspritzern auf seinem Oberkörper hält eine Kamera hoch.","A man speckled with blue, orange and green paint over his upper body is holding up a camera."
Ein Mann schaufelt Erde auf einen Haufen.,Man shoveling dirt into a pile
Personen aller Gesellschaftsschichten eilen in Japan zum nächsten Zug.,People from all walks of life rush to catch the next train in Japan.
Kleinkinder spielen in einem großen Raum mit Hula-Hoop-Reifen.,Small children playing with hula hoops in a large room.
Ein Frau schaut in einem schwach beleuchteten Raum durch ein Mikroskop und passt die Sehschärfe an.,A woman in a dimly lit room looks through her microscope and adjusts the vision.
Ein Läufer nimmt an einem Lauf oder Rennen auf einer verlassenen Landstraße teil.,A runner is participating in a run session or race along a desolate stretch of country road.
Eine Familie wartet neben einigen mobilen Toiletten in der Stadt.,A family waits next to some portable toilets in the city.
Zwei Männer arbeiten neben den Schienen.,Two guys working off the rail.
Ein Mann in einem olivgrünen Oberteil meißelt mit einem Hammer einen goldenen Gegenstand.,A man in an olive green shirt using a hammer to sculpt a golden object.
Eine vierköpfige Familie sitzt in einer Menschenmenge auf einer Decke.,A family of four sit on a quilt in a crowd of others.
Mehrere Personen mit Kerzen in der Hand oder um sich herum gestellt blicken in die Kamera und halten verschieden viele Finger hoch.,Multiple people with candles all around or in hand are facing the camera as they each have different numbers of fingers held up.
Ein Mann jongliert neben seinen zwei Freunden mit Tennisbällen.,A man is juggling tennis balls next to his two friends.
Ein hellhäutiger Mann in einem weißen Raum voller Bilder versucht im Sitzen einen Rahmen zusammenzubauen.,A white man in a white room filled with pictures sitting down trying to put a frame together.
Ein Verkäufer mit einer roten Schürze verkauft Essen bei einem Fußballspiel.,A vendor wearing a red apron selling food at a soccer game.
Ein Basketballspieler in einem gelben Trikot versucht den Ball an einem Verteidiger in einem blauen Trikot vorbeizudribbeln.,A basketball player in a yellow uniform tries to dribble while being defended by a player in a blue uniform.
Ein Mädchen sitzt lachend auf einem Sofa.,A girl is laughing while sitting on a couch.
Ein Mann hilft einem kleinen Jungen beim Hochklettern einer Stange auf einem Spielplatz.,A man is helping a small boy climb up a pole that is on playground equipment.
Ein schwarzer Hund rennt auf die Kamera zu.,A black dog running toward the camera.
Ein junger Mann mit Schwimmbrille schlägt auf das Wasser im Pool.,A young man blasts out the pool water wearing a pair of goggles on his face.
Zwei junge Männer in Trikots befinden sich in einem Basketballspiel.,Two young men in uniform involved in a basketball game.
Eine Frau kehrt den Eingang eines Hauses mit zwei riesigen Holztüren.,A woman sweeps outside of the entrance to a building with two huge wooden doors.
Zwei Spieler stehen sich bei einem Basketball gegenüber.,Two players face off in a basketball game.
"Eine Frau in einem roten Oberteil, schwarzen Shorts und mit Sonnenbrille nimmt an einem Straßenrennen teil.","A woman wearing sunglasses, a red shirt and black shorts runs in a road race."
Ein Mann bekommt einen Haarschnitt.,A man's head becomes later after receiving a haircut.
Ein Mann mit Brille und rotem Bart erzählt zwei lächelnden Männern eine Geschichte.,A man with glasses and red facial hair tells a story to two smiling men.
Ein bärtiger Mann an einem Restauranttisch hält eine Zange.,A man with a beard holds a pair of tongs at a restaurant table.
Ein bärtiger Mann in Arbeitskleidung steht neben zwei Männern in schwarzen Jacken.,A man with a beard and overalls is standing next two men wearing black jackets.
Ein Baby mit blauen Augen und einem schmutzigen Gesicht zeigt auf sein linkes Auge.,A baby with blue eyes and a dirty face is pointing at his left eye.
"Ein älterer Mann auf Schlittschuhen hält einen Hockeyschläger und schaut einen Puck an, der sich in der Luft befindet.",An older man wearing ice skates and holding a hockey stick looks at a hockey puck in midair.
Ein junges Mädchen macht sie auf den Nachhauseweg.,This young girl is making her way home.
Mehrere Personen befinden sich auf einem Golfplatz und eine Frau hält eine Fahne an einem der Löcher.,There are people on a golf course and one lady is holding a flag at one of the holes.
Ein kleiner Junge mit Kopfbedeckung sammelt Ostereier.,A little boy in a hat picking up Easter eggs.
"Zwei Männer tragen Motorradhelme, einer von ihnen hat ein Stück Papier in der Hand.","Two men wearing motorcycle helmets, one carrying a piece of paper."
Ein blauer Aufzug bringt Dekorationen an einem Gebäude hoch.,A blue lift putting decorations up on a building.
Ein Mann befindet sich mit seinem Surfboard in der Luft und hinter ihm bricht die Welle.,A man is surfboarding and is in the air with the wave splashing behind him.
Zwei Personen mit Helmen fahren mit Rädern durch Wald.,Two people wearing helmets are riding bikes in the woods.
Ein Mann mit einer weißen Kopfbedeckung und einem Werkzeuggürtel arbeitet auf dem Dach.,A man with a white hat and a tool belt who is working on the roof.
Zwei Männer mit Kopfbedeckungen spielen Ultimate Frisbee.,Two men wearing hats playing ultimate Frisbee.
"Ein weiß und ein rot gekleideter Mann springen hoch, um die Frisbee zu fangen.",Two guys; one in white and the other in red are leaping to catch a Frisbee.
Ein Mann macht bei einem Ultimate Frisbee-Spiel einen Hechtsprung nach der Frisbee.,A man makes a diving catch during a game of ultimate frisbee.
Ein Mann in einem weißen T-Shirt und Khakihosen macht eine großartige Feuerjongliershow.,A man wearing a white t-shirt and khakis puts on an amazing fire juggling show.
Ein schlanker Junge in engen Hosen watet durch dreckiges Wasser.,A skinny boy flocking in dirty water wearing his skinny pants.
Ein weiß-graues Pferd springt mit seinem Reiter fest im Sattel über ein gelbes Wettkampfhindernis.,A white and gray colored horse is jumping a yellow competition fence while it's rider holds on.
Zwei Polizisten patrouillieren auf ihren Pferden.,Two police officers are patrolling on their horses.
Ein Fußballteam befindet sich auf dem Spielfeld; einige Spieler bringen die Netze an und ein Spieler leert Wasser aus einem Wasserkühler.,"A soccer team is on a playing field, some of them fixing the nets and one emptying water from a cooler."
Spieler eines Fußballteams umarmen sich auf dem Spielfeld.,Members of a soccer team hugging on the field.
Fußballspieler befinden sich auf dem Spielfeld; ein Spieler setzt zum Schuss an und ein anderer versucht ihm den Ball abzunehmen.,"Soccer players are on a field, one about to kick a ball, and another trying to steal it from him."
Vier Fußballspieler – jeweils zwei eines Teams – schauen einem vom Spieler Messi mit der Nummer 10 geschossenen Ball hinterher.,"Four soccer players watch a ball, two apiece on separate teams, as number 10 Messi kicks it away."
Der Dirigent war bei der Aufführung sehr aufgeregt.,The conductor was very agitated during the performance.
"Drei Personen nehmen am Fechtsport teil, während zwei Personen im Hintergrund zuschauen.",Three individuals are visible participating in the sport of fencing while two spectators watch from behind.
Ein Wintersportteam fährt hintereinander Ski.,There are a team of winter athletes skiing together in a line formation.
Eine Person wäscht sich die Hände in einem weißen Waschbecken.,A person washing their hands in a white sink.
Ein Roosevelt-Fußballspieler stößt bei einem Kopfball mit dem Kopf eines Gegners zusammen.,A Roosevelt soccer player butt heads with the ball and an opponent during a match.
Richter beobachten einen Radrennfahrer auf einer Rundbahn.,A speed cyclist goes around a track with judges observing.
"Ein Mann mit Cowboyhut, Anzug und einem weißen Oberteil zeigt auf sein Notenblatt und schaut jemanden verwirrt an.","A man wearing a cowboy hat, overalls, and a white shirt is pointing at his music sheet and looking at someone in confusion."
Ein Rallyeauto driftet um eine Kurve und lässt dabei Schlamm hochspritzen.,A rally car drifts around a turn and splashes mud.
Zwei Männer und eine Frau in Winterbekleidung sprechen miteinander im Schnee.,"Three adults, two men and one woman, talking to each other in winter attire in the snow."
Eine Gruppe von Erwachsenen in Kostümen geht die Straße entlang.,A group of adolescents dressed in uniforms are walking down the street.
Ein gelb gekleidetes Kind schießt auf ein Tor und der Torhüter versucht den Schuss abzuwehren.,A child in yellow attempts a goal at a soccer game while the goalie in red tries to block the shot.
Ein Herr spielt Fußball.,Gentleman making a play on a soccer ball
Ein Junge in einem gelben Kapuzenpulli und ein Mädchen in rosa Kleidung spielen am Strand.,A boy in a yellow hoodie and a girl in a pink outfit play on the beach.
Ein hellhäutiger Mann unterrichtet ein Schulklasse in Asien.,A Caucasian man is teaching a class in Asia.
Ein blondhaariges Kleinkind in rosa-weißer Kleidung hat eine Zahnbürste in der Hand.,A blond-haired toddler dressed in pink and white is holding a toothbrush.
Mehrere dunkelhäutige Kinder stehen für ein Foto auf einem Feld zusammen.,Several black children are gathered posing for the picture in a field.
Eine blondhaarige Frau in einem rosa Oberteil striegelt ein braunes Pferd vor Wagenrädern im Hintergrund.,Blond woman in a pink shirt brushes a brown horse with wagon wheels in the background.
Ein kleines Mädchen in einem rosa Oberteil hält eine rote Tasche in der Hand.,There is a little girl in a pink shirt who is holding a red purse in her hand
Eine Person schlägt mit nur einer Hand ein Ei in einer Silberschüssel auf.,A person is cracking an egg into a silver bowl using only one hand.
"Ein Baseballspieler schlittert in die zweite Base, während ein gegnerischer Infield-Spieler springt.",A baseball player is sliding into second base while the opposing infielder jumps.
"Ein im vorderen Teil des Raumes stehender Mann zeigt nach oben, während einige sitzende Personen in seine Richtung schauen.",A man standing at the front of the room is pointing up while several people who are seated look towards him.
Bei einer Männergruppe an einem Strand kniet einer in der Mitte und die anderen werfen sich nach hinten.,An all male crowd on a beach are throwing themselves backward as one kneels in the middle.
"Personen schauen zu, wie ein Hund weit in ein Schwimmbecken springt.",A dog is distance jumping into a pool of water while spectators are watching.
Ein Mann in einem schwarzen Oberteil mixt Getränke.,A man in a black shirt is mixing drinks
Ein Mann fährt mit seinem Skateboard auf einer Bank neben einem gekrümmten Baum und vor einem weißen Gebäude.,A man skateboarding on a bench next to a bend tree in front of a white building.
Ein Mann und eine Frau fassen sich in einem Feld bei den Händen.,A man and a woman are in a field holding hands.
"Eine Gruppe Kinder steht an einem Kindertisch mit Stühlen, während ein Kind seinen Fuß in einen kleinen Plastikeimer steckt.",A group of children stand by a child sized table and chairs while one of them puts their foot in a small plastic bin.
Ein brauner Hund rennt über das Feld.,A brown dog is running through the field.
Ein Basketballspieler im St. Johns-Trikot mit der Nummer 10 macht einen Dunking.,A basketball player in a St Johns number 10 jersey dunking a basketball.
Ein rot gekleideter Skifahrer wirbelt Schnee vor einem weißen Hintergrund auf.,A skier in red sprays snow against a white background.
Eine Frau genießt das heiße Sommerwetter in tropischer Umgebung bei einem tollen Erfrischungsgetränk.,This women is enjoying the nice hot summer weather in the tropical while enjoying a nice refreshing drink.
Ein Mann in einer dunklen Jacke arbeitet in einer Schreinerei.,A man in a dark jacket works in a wood shop.
Eine ältere Frau probiert in einer Boutique vor einem Spiegel einen schwarzen Hut auf und die Verkäuferin steht rechts von ihr.,"An elderly woman tries on a black hat while looking in a mirror at a clothing boutique, with a sales assistant to her right."
Ein mutiger Motorradfahrer düst eine Rennstrecke entlang.,An audacious motorcyclist who is zooming through a racetrack.
Eine Frau zeichnet mit einem Permanentmarker an einem Tisch.,A woman is drawing at a table with a blue permanent marker.
Ein junges Mädchen mit einer selbst gemalten Uhr in der Hand unterhält sich mit zwei Frauen.,A young girl holding a hand-drawn clock talks to two women.
"Ein kleines, asiatisch aussehendes Mädchen mit gelber Brille bearbeitet mit der Unterstützung eines Erwachsenen ein Stück Holz.",Little asian girl with yellow glasses working on a piece of woodwork with the help of an adult.
Baseballspieler und ein an der Home Plate stehender Schiedsrichter befinden sich im Spiel.,Baseball players and umpire at home plate making a play.
Ein Mann in einem lila gemusterten Oberteil und Jeans sitzt in einem braunen Lehnstuhl.,A man with a purple patterned shirt and jeans is sitting on a brown recliner.
Zwei Motorradfahrer auf lila und grünen Motorrädern fahren ein Rennen auf einer Asphaltstrecke.,Two motorcyclists race on an asphalt track on purple and green motorcycles.
Eine Menschenmenge schaut einem Mann in weißen Hosen und mit einer Axt zu.,A crowd watching a man in white pants using an axe.
Zwei Gokart-Fahrer fahren auf der Rennstrecke.,Two go-cart drivers are racing on the racetrack.
"Ein Radfahrer springt auf einer Piste im Freien über Gras und Steine, im Hintergrund ist ein Berg zu sehen.",A person on a bicycle is jumping over grass and rocks on an outside trail with a mountain in the background.
Zwei Männer spielen Fußball auf einem Feld.,Two men are playing soccer on a field.
"Eine Hand hält ein kleines Sieb, in dem sich eine rote Substanz befindet.",A hand is seen holding a small strainer with a red substance inside.
"Eine Frau genießt einen Lutscher, hinter ihr steht eine weitere Person.",Woman enjoys sucker with another patron behind her.
"Ein Mann kostet etwas und hält sich dabei die Nase zu, während eine Frau über ihn lacht.",A man is holding his nose while tasting something and the woman is laughing at him.
Eine Gruppe Kinder und ein männlicher Erwachsener liegen mit Bällen auf ihren Gesichtern auf dem Boden.,Group of children and an adult male laying on the floor with balls on their heads.
Eine Frau in einem Bikini und mit Sonnenbrille baggert einen Volleyball am Strand.,A woman in a bikini and sunglasses is bumping a volleyball at the beach.
Blake Griffin von den Los Angles Clippers macht einen Dunking über einen Spieler der Minnesota Grizzles.,"Blake Griffin, of the Los Angles Clippers dunking over a Minnesota Grizzles player."
"Ein Mann in schwarzen Hosen, einem orange-braun gestreiften Oberteil und mit einem Bandana wirft lässig eine Bowlingkugel.","A man wearing black pants, an orange and brown striped shirt, and a black bandanna in a ""just thrown a bowling ball"" stance."
Eine Band singt vor Zuschauern.,A band singing for a crowd of people.
Eine Gruppe von Männern und Frauen trainiert mit unterschiedlichen Gewichthebegeräten.,A group of men and women are working out on various pieces of weight-lifting equipment.
Ein Mann sitzt in einem Auto hinter dem Steuer.,A man is sitting behind the driver's wheel in a car.
Ein kleiner Junge in Cowboykleidung reitet auf einem galoppierenden Pferd.,"A young boy, dressed in cowboy attire, rides a galloping horse."
Ein männlicher Sportler in weißen Shorts und Schuhen mit hoher Lasche befindet sich in der Luft.,"Male athlete in midair, wearing white shorts and high top shoes."
Eine Spieler des Marquette University-Teams läuft Richtung Basketballkorb und wird von einem Abwehrspieler des St. John-Teams beim Big East Tournament im Madison Square Garden angegriffen.,"A Marquette University player is going towards the basket, and is being contested by a St. John's defender at Madison Square Garden during the Big East Tournament."
Ein Mann in einer Werkstatt zieht an einer Kette.,A man is pulling a chain in a workshop.
Ein bis auf seine Schnürsenkel und seine graue Kopfbedeckung komplett schwarz gekleideter kleiner Junge fährt Skateboard.,"A young boy wearing a gray hat, dressed in mostly black, accept for his shoelaces, playing on his skateboard."
"Zwei junge, männliche Fußballspieler kämpfen auf einen nassen Spielfeld um den Ball.","Two young, male soccer players compete for the ball on a wet field."
Ein Bulle versucht einen auf seinem Rücken sitzenden Mann in bunten Hosen abzuwerfen.,A bull is attempting to throw off a male human with colorful pants on his back.
Ein Mann in einem roten Oberteil fährt einen alten Traktor.,"A man, in a red shirt, riding an old tractor."
Ein kleines Kind in einer roten Jacke reitet auf einem Besen wie auf einem Pferd.,A little kid in a red jacket riding a broom like a horse.
Ein Mann und eine Frau in weißer Kleidung üben Feuertanz.,A man and a woman dressed in white are practicing fire dancing.
Ein Musiker in einem einfachen grauen T-Shirt kniet vor seinem Schlagzeug auf einer Holzbühne.,A musician in a simple gray tee is kneeling in front of his drums on a wooden plank stage.
Ein Mann in einer hellblauen Jeansjacke schaut auf ein Gemälde neben einem Fluss und einer Brücke.,Man wearing a light blue jean jacket looking at a painting next to a river and bridge.
Ein kleines blondhaariges Mädchen in einer Jacke hat einen roten Ballon in der Hand und streckt die Zunge heraus.,Little blond girl in her jacket sticking out her tongue while holding a red balloon.
Ein Hund spielt auf der Wiese vor einem Gebäude.,A dog in the grass in front of a building.
Zwei Frauen auf Inlineskates mit Helmen und Ellenbogen- sowie Knieschützern schubsen sich beim Fahren.,Two women on rollerskates with helmets and elbow and knee pads jostle one another as they skate.
Ein Profispieler in einem gelb-weißen Trikot macht einen spektakulären Dunking.,A spectacular dunk by a professional player with white and yellow on
Ein dunkelhäutiger Mann in einem weißen Trikot versenkt den Ball zum Erstaunen der Zuschauer rückwärts mit einem spektakulären Slam Dunk.,A black man in a white uniform makes a spectacular reverse slam dunk to the crowd's amazement.
Ein asiatisch aussehendes Paar in blauer und roter formeller Kleidung stehen zusammen in einer Waldlandschaft.,An Asian couple wearing blue and red formal clothing are standing together in a forest setting.
Zwei Männer in weißer Bekleidung und mit Helmen machen Wildwasserrafting.,Two men wearing white clothing and helmets are rafting in white-water rapids.
Ski- und Snowboardfahrer wärmen sich am Feuer auf und unterhalten sich.,Skiers and snowboarders warm themselves by the fire while they talk.
Ein Boxenteam repariert ein Motocross-Bike und wird vom Teamchef beaufsichtigt.,A pit crew makes repairs to a motocross bike while the pit crew boss supervises.
Eine Frau sitzt am Wasser und wäscht Kleidung.,A woman sitting by the water washing some clothes.
"Ein Junge macht einen Salto, während ein anderer Junge auf der Matte steht.",A boy does a flip while another boy stands on the Matt.
Ein Frau liest neben einem Springbrunnen.,A woman is reading next to a water fountain.
"Drei Frauen in der Nähe eines Tisches voller Bücher sind damit beschäftigt, sich Notizen aus ihren Nachschlagewerken zu machen.","Three ladies near a table scattered with books, busy writing notes from their reference books."
Drei Mädchen spielen im Freien Seilspringen.,Three girls playing jump rope outside.
"Zwei Männer sitzen in einem Café und unterhalten sich, während eine nur verschwommen sichtbare Frau in einem lila Mantel vorbeigeht.","Two men sit at a cafe talking, while a blurred woman in a purple overcoat walks by."
Zwei afroamerikanische Männer trainieren auf einem Footballfeld.,Two African-American men workout on a football field.
Ein Mann sitzt im Halbschatten in einer Hängematte und liest etwas.,A man sits outside in the partial shade in a hammock reading something.
Zwei Männer unterhalten sich miteinander auf einem Gehweg.,Two men are carrying on a conversation on a sidewalk.
Ein junger Mann befindet sich beim Stabhochsprung mitten in der Luft und nur wenige Zentimeter von der Stange entfernt,"A young man attempts to pole vault over a bar, barely inches away from it mid flight."
Dieser Hund weiß seine coole Kopfbedeckung nicht zu schätzen.,This dog doesn't seem to appreciate how awesome his hat is.
Ein Hund sitzt mit einer Schleife auf dem Kopf auf dem Sofa.,Dog sitting on the couch with a holiday ribbon on top of his head.
Eine Frau spült Geschirr in einer sehr verdreckten Küche.,A woman with a really dirty kitchen doing her dishes.
"Ein kurzhaarige Frau in einem Rock, Oberteil und mit Sonnenbrille jongliert mit drei Orangen.","A woman with short hair wearing a skirt, shirt, and sunglasses is juggling three oranges."
Ein Mann streut Getreide auf den Boden.,A man sprinkling the corn on the ground.
"Ein Spieler der Oakland A's rutscht Richtung zweite Base, während ein Spieler der Angels dem Ball entgegensieht.",A player from the Oakland A's sliding to second as player from the Angels awaits the ball.
Ein Basketballspieler wehrt den Wurf eines gegnerischen Spielers in der Luft direkt unter dem Korb ab.,A basketball player rejects another basketball players shot in midair right below the basket.
Zwei gleichauf liegende Pferde springen mit ihren Reitern über ein Hindernis des Parcours.,"Two steeplechase horses, running parallel, make a obstacle leap, on the course with their riders."
Es ist ein schöner Tag auf der Pferderennbahn.,It is a beautiful day at the horse track.
Zwei Jockeys dirigieren ihre Pferde bei einem Rennen über ein Hindernis.,Two jockeys lead their horses over an obstacle during a race.
Zwei Frauen und ein Mann teilen Brot.,Bread is shared between a man and two women.
Ein Mann hat einen leuchtend pinken Schirm auf einer Straße aufgespannt.,A man holding up a bright pink umbrella on a city street.
Eine Frau arbeitet als Schneiderin.,A woman is working as a seamstress.
"Ein fröhliches, mit seinem Milchstrohhalm spielendes Kind lacht in die Kamera.",Funny kid plays with his milk straw gives a smile for the camera.
Ein Motorradrennfahrer stürzt und zwei Konkurrenten kommen schnell von hinten angefahren.,A motorcycle racer takes a tumble while two competitors come racing up quickly from behind.
Ein Snowboarder fährt ein Treppengeländer hinunter.,A snowboarder performs a trick by riding down the rail of a staircase.
Ein kleiner Junge spielt mit einem Skateboard.,A little boy is playing with a skateboard.
"Ein Fußballspieler in einem weiß-grünen Trikot springt nach dem Ball, um ihn vor seinem Gegner im schwarzen Trikot zu verteidigen.",Soccer player in white and green dives for the ball as he defends against his opponent in black.
Ein Hockeyspieler erobert den Puck.,Hockey player takes the puck.
"Eine Männergruppe spielt ein Spiel, bei dem einige von ihnen zum Erreichen des Balls hochspringen.",A team of men are playing a game in which several of them are jumping to reach the ball.
Ein Mann betrachtet einen gelben Bulldozer.,A man is looking at a yellow bulldozer.
Ein Bulldozer schiebt Steine und Erde auf einen Haufen.,A bulldozer is pushing stones and dirt into a pile.
Ein gelber Bulldozer auf einem steinigen Gelände.,A yellow bulldozer machine in a rocky field.
Ein graubärtiger Mann schneidet Geflügel auf einem Schneidebrett.,A gray bearded man slices blade into some poultry on a cutting board.
"Junge Mädchen stehen um einen Mann, der große Seifenblasen macht.",Young girls gathered around a man blowing large bubbles.
